SAMPLE,Recvd Wt.,Au,Ag,Al,As,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,Ga,K,La,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Sc,Sr,Th,Ti,Tl,U,V,W,Zn,Ag_2,foldername,filename,Cu_2,Au_2,Zn_2,Ce,Cs,Ge,Hf,In,Li,Nb,Rb,Re,Se,Sn,Ta,Te,Y,Zr,Sn_2,Pb_2
C003639," 5.45"," 0.018"," 1"," 5.88"," 690"," 60",<10,<20," 2.84",<10," 10",<10," 1090"," 6.83",<50," 0.3",<50," 7.46"," 1510",<10,<0.05,<10,<50," 80"," 0.56",<50," 10"," 30",<50," 0.05",<50,<50,<10,<50," 890",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003640," 0.15",<0.005," 1"," 3.17",<50," 450",<10,<20," 1.82",<10," 10"," 40"," 20"," 2.43",<50," 0.7",<50," 0.67"," 460",<10," 2.11"," 20"," 480",<20,<0.05,<50," 10"," 220",<50," 0.26",<50,<50," 80",<50," 40",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003641," 5.33"," 0.106"," 11"," 7.52"," 210"," 50",<10," 20"," 1.75",<10," 60"," 10"," 27500"," 11.85",<50," 0.3",<50," 8.09"," 1370",<10,<0.05," 10"," 200"," 950"," 4.11",<50," 20"," 20",<50," 0.15",<50,<50," 100",<50," 920",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003642," 4.42"," 0.265"," 2"," 3.67"," 3670"," 90",<10,<20," 1.77"," 20"," 10",<10," 2580"," 4.37",<50," 0.4",<50," 3.32"," 730",<10," 0.05",<10,<50," 1470"," 1.45",<50," 10"," 20",<50,<0.05,<50,<50,<10,<50," 5550",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003643," 3.05"," 0.045"," 2"," 7.36"," 2430",<50,<10,<20," 1.69",<10," 10"," 10"," 1570"," 8.00",<50," 0.2",<50," 7.78"," 860",<10,<0.05,<10,<50," 560"," 0.40",<50," 10"," 20",<50," 0.07",<50,<50,<10,<50," 910",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003644," 6.90"," 0.217"," 21"," 6.64"," 5060",<50,<10," 30"," 5.76"," 10"," 70",<10," 23300"," 12.45",<50,<0.1,<50," 9.05"," 1990",<10,<0.05,<10,<50," 1400"," 4.11",<50," 10"," 30",<50," 0.05",<50,<50,<10,<50," 2830",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003645," 6.76"," 0.114"," 18"," 6.40"," 4470",<50,<10," 20"," 6.94"," 10"," 70",<10," 25100"," 12.05",<50,<0.1,<50," 9.80"," 2190",<10,<0.05,<10,<50," 1400"," 3.62"," 70"," 10"," 40",<50,<0.05,<50,<50,<10,<50," 2940",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003646," 3.83"," 0.189"," 30"," 5.23"," 3920",<50,<10,<20," 5.87",<10," 60",<10," 26200"," 13.35",<50,<0.1,<50," 8.50"," 1800",<10,<0.05,<10,<50," 1350"," 5.15"," 200"," 10"," 50",<50,<0.05,<50,<50,<10,<50," 1490",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003647," 6.20"," 0.140"," 8"," 4.71"," 140",<50,<10,<20," 5.50"," 20"," 30",<10," 5740"," 13.30",<50,<0.1,<50," 8.28"," 1960",<10," 0.05",<10," 60"," 820"," 5.59",<50," 10"," 50",<50," 0.05",<50,<50,<10,<50," 4610",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003648," 6.58"," 0.124"," 9"," 6.55"," 200",<50,<10,<20," 5.25",<10," 40",<10," 7380"," 11.20",<50," 0.1",<50," 8.24"," 1540",<10," 0.16",<10," 140"," 330"," 3.32",<50," 10"," 60",<50," 0.10",<50,<50," 20",<50," 1720",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003649," 5.30"," 0.056"," 9"," 6.75"," 600",<50,<10," 20"," 3.96"," 10"," 50",<10," 32000"," 13.10",<50,<0.1,<50," 8.91"," 1440",<10,<0.05," 10"," 110"," 120"," 3.82",<50," 10"," 30",<50," 0.06",<50,<50," 10",<50," 2370",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003650," 0.10"," 5.40",>200," 3.22"," 1610"," 1400",<10," 20"," 2.46"," 190"," 70"," 90"," 7740"," 17.60",<50," 1.0",<50," 1.35"," 1250"," 780"," 0.65"," 60"," 460"," 22300",>10.0," 1030"," 10"," 100",<50," 0.18",<50,<50," 130",<50," 35800"," 360",TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003651," 5.27"," 0.014"," 2"," 6.50"," 100",<50,<10,<20," 3.34",<10," 40"," 10"," 13000"," 12.30",<50,<0.1,<50," 8.82"," 1410"," 10",<0.05," 10"," 140"," 90"," 2.53",<50," 10"," 20",<50," 0.06",<50,<50," 10",<50," 580",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003652," 5.11"," 0.041"," 2"," 7.13"," 190"," 120",<10,<20," 1.70"," 10"," 30"," 10"," 4930"," 10.65",<50," 0.6",<50," 6.59"," 980",<10," 0.08",<10," 340"," 200"," 2.60",<50," 20"," 30",<50," 0.14",<50,<50," 60",<50," 2680",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003653," 3.50"," 0.055"," 5"," 5.32"," 2630",<50,<10," 20"," 5.07"," 10"," 50",<10," 6160"," 14.35",<50,<0.1,<50," 8.27"," 1640",<10,<0.05,<10," 350"," 390"," 7.08"," 50"," 10"," 40",<50," 0.05",<50,<50," 10",<50," 2580",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003654," 6.03"," 0.041"," 5"," 4.70"," 170",<50,<10,<20," 4.12"," 10"," 50",<10," 8140"," 12.90",<50,<0.1,<50," 7.38"," 1550",<10,<0.05,<10," 90"," 300"," 6.76",<50," 10"," 30",<50," 0.05",<50,<50," 10",<50," 3220",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003655," 4.88"," 0.029"," 5"," 5.72"," 100",<50,<10," 20"," 4.23"," 30"," 40",<10," 7410"," 13.45",<50,<0.1,<50," 9.18"," 1650",<10,<0.05,<10," 80"," 930"," 5.96",<50," 10"," 30",<50,<0.05,<50,<50," 10",<50," 9100",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003656," 4.03"," 0.056"," 3"," 6.28"," 180",<50,<10,<20," 2.71"," 10"," 30"," 10"," 4880"," 12.90",<50,<0.1,<50," 8.65"," 1210",<10,<0.05,<10," 120"," 380"," 5.08",<50," 10"," 20",<50," 0.06",<50,<50," 10",<50," 3730",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003657," 7.15"," 0.736"," 8"," 2.74"," 2680",<50,<10,<20," 4.43"," 210"," 70",<10," 16350"," 14.60",<50,<0.1,<50," 6.36"," 1780",<10,<0.05,<10,<50," 270",>10.0,<50," 10"," 30",<50,<0.05,<50,<50," 10",<50," 70900",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003658," 5.80"," 0.685"," 8"," 4.82"," 2380",<50,<10,<20," 3.11"," 40"," 50",<10," 16900"," 15.20",<50,<0.1,<50," 8.71"," 1650",<10,<0.05,<10," 70"," 340"," 8.05",<50," 10"," 20",<50,<0.05,<50,<50," 10",<50," 14600",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003659," 5.39"," 0.053"," 6"," 4.89"," 250",<50,<10,<20," 4.50"," 20"," 30",<10," 7320"," 11.25",<50,<0.1,<50," 8.94"," 1480",<10,<0.05,<10,<50," 390"," 4.65"," 70"," 10"," 30",<50,<0.05,<50,<50," 10",<50," 7300",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003660," 0.16"," 0.005"," 1"," 3.15",<50," 460",<10,<20," 1.89",<10," 10"," 40"," 30"," 2.36",<50," 0.8",<50," 0.65"," 450",<10," 2.10"," 20"," 490",<20,<0.05,<50," 10"," 210",<50," 0.26",<50,<50," 80",<50," 40",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003661," 4.37"," 0.096"," 17"," 3.64"," 360",<50,<10," 20"," 3.91"," 50"," 20",<10," 16900"," 13.80",<50,<0.1,<50," 7.27"," 1490",<10,<0.05,<10," 50"," 1370"," 9.15"," 150"," 10"," 30",<50,<0.05,<50,<50,<10,<50," 20400",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003662," 7.52"," 0.056"," 8"," 4.86"," 790",<50,<10," 20"," 4.48"," 30"," 70",<10," 15600"," 14.45",<50,<0.1,<50," 8.23"," 1560",<10,<0.05,<10," 60"," 400"," 7.47",<50," 10"," 30",<50,<0.05,<50,<50,<10,<50," 11500",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003663," 6.36"," 0.058"," 9"," 4.91"," 350",<50,<10,<20," 0.69",<10," 60",<10," 39200"," 12.65",<50,<0.1,<50," 5.90"," 1130",<10,<0.05,<10,<50," 50"," 4.65",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 940",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003664," 5.24"," 0.018"," 3"," 4.33"," 120",<50,<10,<20," 0.77",<10," 20"," 10"," 15200"," 8.06",<50,<0.1,<50," 4.63"," 700",<10,<0.05,<10,<50," 20"," 1.60",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 620",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003665," 5.80"," 0.025"," 5"," 4.34"," 210",<50,<10,<20," 0.90",<10," 20"," 10"," 20900"," 9.99",<50,<0.1,<50," 4.79"," 850",<10,<0.05,<10,<50," 130"," 3.74",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 780",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003666," 5.51"," 0.065"," 8"," 5.75"," 590",<50,<10," 20"," 0.56",<10," 70",<10," 12800"," 11.15",<50,<0.1,<50," 5.32"," 680",<10,<0.05,<10," 70"," 440"," 3.00",<50," 10"," 10",<50," 0.07",<50,<50," 20",<50," 820",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003667," 6.63"," 0.659"," 16"," 4.37"," 9870",<50,<10,<20," 1.16"," 10"," 110",<10," 25200"," 15.70",<50,<0.1,<50," 4.86"," 1440",<10,<0.05,<10," 70"," 560"," 8.07",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 2070",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003668," 4.87"," 0.100"," 3"," 3.83"," 7000",<50,<10,<20," 3.80"," 10"," 10"," 10"," 1440"," 6.44",<50,<0.1,<50," 5.36"," 1480",<10,<0.05,<10,<50," 1140"," 0.78"," 70"," 10"," 30",<50,<0.05,<50,<50,<10,<50," 2690",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003669," 4.74"," 0.119"," 8"," 4.66"," 2570",<50,<10,<20," 1.58"," 10"," 10"," 10"," 2380"," 5.57",<50," 0.2",<50," 4.56"," 850",<10,<0.05,<10,<50," 1470"," 0.63"," 70"," 10"," 20",<50,<0.05,<50,<50,<10,<50," 2920",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003670," 0.11"," 0.558"," 71"," 1.17"," 170",<50,<10," 110"," 0.94"," 100"," 310"," 20"," 37100"," 28.2",<50," 0.1",<50," 1.93"," 790"," 10"," 0.07"," 60"," 110"," 2490",>10.0,<50,<10," 10",<50,<0.05,<50,<50," 10",<50," 35500",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003671," 5.10"," 0.016"," 1"," 3.96"," 130"," 60",<10,<20," 0.78",<10,<10," 10"," 140"," 4.14",<50," 0.2",<50," 3.41"," 500",<10," 0.06",<10,<50," 140"," 0.05",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 340",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003672," 6.22"," 0.012"," 1"," 5.88"," 480",<50,<10,<20," 8.14"," 20"," 10",<10," 340"," 10.45",<50,<0.1,<50," 9.34"," 2080"," 10",<0.05,<10," 120"," 80"," 2.17"," 60"," 10"," 40",<50," 0.05",<50,<50," 10",<50," 5940",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003673," 6.77"," 0.021"," 2"," 4.41"," 90",<50,<10,<20," 11.40"," 10",<10,<10," 320"," 6.53",<50," 0.1",<50," 9.84"," 3190",<10,<0.05,<10," 80"," 110"," 0.72"," 120"," 10"," 60",<50,<0.05,<50,<50,<10,<50," 3730",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003674," 6.39"," 0.133"," 6"," 6.04"," 1280",<50,<10,<20," 7.09"," 30"," 10",<10," 1050"," 10.90",<50,<0.1,<50," 8.56"," 2200"," 10",<0.05,<10," 120"," 90"," 2.38"," 340"," 10"," 50",<50," 0.05",<50,<50,<10,<50," 9890",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003675," 4.47"," 3.66"," 3"," 6.28"," 41500",<50,<10,<20," 2.36"," 20"," 40",<10," 7510"," 15.20",<50," 0.1",<50," 6.09"," 1130"," 10",<0.05,<10," 110"," 120"," 5.97"," 160"," 10"," 20",<50," 0.05",<50,<50," 10",<50," 6420",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003676," 3.77"," 0.151",<1," 6.48"," 990"," 230",<10,<20," 0.32",<10," 10",<10," 1880"," 7.26",<50," 1.1",<50," 2.87"," 290",<10," 0.17",<10," 320"," 40"," 2.45",<50," 10"," 20",<50," 0.09",<50,<50," 10",<50," 1600",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003677," 5.12"," 0.208"," 12"," 7.57"," 1970",<50,<10,<20," 0.58",<10," 60",<10," 40000"," 17.90",<50," 0.1",<50," 6.86"," 1520"," 10",<0.05," 10"," 430"," 190"," 5.86",<50," 10"," 10",<50," 0.10",<50,<50," 10",<50," 1210",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003678," 5.95"," 0.192"," 14"," 7.05"," 4940",<50,<10,<20," 0.88",<10," 90",<10," 52000"," 18.10",<50,<0.1,<50," 7.17"," 1390",<10,<0.05,<10," 310"," 330"," 7.49",<50," 10"," 10",<50," 0.10",<50,<50," 10",<50," 1070",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003679," 5.16"," 0.299"," 12"," 7.07"," 11700",<50,<10,<20," 1.20",<10," 100",<10," 31300"," 16.40",<50,<0.1,<50," 7.23"," 1200",<10,<0.05,<10," 380"," 270"," 5.82",<50," 10"," 10",<50," 0.11",<50,<50," 10",<50," 780",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003680," 0.16"," 0.005"," 1"," 2.97",<50," 460",<10,<20," 1.81",<10," 10"," 40"," 40"," 2.39",<50," 0.7",<50," 0.62"," 450",<10," 2.09"," 20"," 480",<20,<0.05,<50," 10"," 210",<50," 0.26",<50,<50," 80",<50," 40",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003681," 7.72"," 0.071"," 5"," 4.52"," 1020",<50,<10,<20," 4.72",<10," 90",<10," 8250"," 17.35",<50," 0.2",<50," 6.67"," 2410",<10,<0.05,<10," 110"," 190"," 8.20"," 50"," 10"," 30",<50,<0.05,<50,<50," 10",<50," 460",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003682," 6.16"," 0.133"," 4"," 6.71"," 5260"," 140",<10,<20," 0.11",<10," 50",<10," 8050"," 10.10",<50," 0.9",<50," 3.24"," 660",<10," 0.20",<10," 110"," 110"," 2.03",<50," 10"," 20",<50," 0.05",<50,<50," 10",<50," 980",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003683," 6.79"," 0.334"," 13"," 5.22"," 13700"," 110",<10," 20"," 0.33",<10," 140"," 10"," 49800"," 15.75",<50," 0.7",<50," 3.09"," 1090",<10," 0.20",<10," 70"," 150"," 6.31",<50," 10"," 20",<50,<0.05,<50,<50," 10",<50," 1180",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003684," 6.65"," 0.126"," 12"," 4.34"," 3190"," 50",<10," 30"," 0.59"," 10"," 90"," 10"," 54100"," 14.60",<50," 0.4",<50," 2.99"," 1060",<10," 0.12",<10," 60"," 100"," 5.31",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 1400",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003685," 5.59"," 0.252"," 7"," 4.17"," 8760"," 100",<10," 20"," 1.12"," 10"," 100"," 10"," 23800"," 10.15",<50," 0.7",<50," 2.43"," 1010",<10," 0.19",<10," 60"," 240"," 3.36",<50," 10"," 20",<50,<0.05,<50,<50,<10,<50," 3350",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003686," 6.86"," 0.127"," 1"," 4.60"," 5540"," 110",<10,<20," 0.21",<10,<10," 10"," 970"," 8.89",<50," 0.7",<50," 2.25"," 1020"," 10"," 0.20",<10," 120"," 280"," 1.15",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 1910",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003687," 6.00"," 0.067"," 1"," 5.84"," 600"," 160",<10,<20," 0.32"," 20",<10," 10"," 230"," 8.10",<50," 1.0",<50," 2.24"," 630",<10," 0.25",<10," 150"," 770"," 2.79",<50," 10"," 20",<50,<0.05,<50,<50,<10,<50," 9000",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003574," 6.33"," 0.006"," 1"," 0.78",<50,<50,<10,<20," 19.65",<10,<10,<10," 40"," 1.58",<50," 0.1",<50," 10.40"," 1190",<10," 0.14",<10," 140"," 40"," 0.06",<50,<10," 90",<50,<0.05,<50,<50,<10,<50," 140",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003575," 5.82"," 0.005"," 2"," 1.71",<50," 80",<10,<20," 18.55",<10,<10,<10," 230"," 2.06",<50," 0.3",<50," 9.27"," 1770",<10," 0.31",<10," 590"," 210"," 0.05"," 110",<10," 100",<50,<0.05,<50,<50,<10,<50," 230",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003576," 6.55",<0.005," 1"," 0.80"," 50"," 50",<10,<20," 19.95",<10,<10,<10," 120"," 3.15",<50," 0.2",<50," 9.65"," 2610",<10," 0.12",<10," 110"," 100"," 0.25"," 60",<10," 100",<50,<0.05,<50,<50,<10,<50," 420",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003577," 2.84"," 0.723"," 187"," 0.75"," 1940"," 50",<10,<20," 18.95"," 10",<10,<10," 18400"," 3.69",<50," 0.2",<50," 9.16"," 1590"," 10"," 0.10",<10," 60"," 300"," 1.44"," 10750",<10," 90",<50,<0.05,<50,<50,<10,<50," 3030",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003578," 5.08"," 3.19"," 120"," 1.00"," 19250",<50,<10,<20," 4.67"," 40"," 290",<10," 73100"," 24.4",<50," 0.2",<50," 2.13"," 1060",<10," 0.13",<10,<50," 1860",>10.0," 5830",<10," 30",<50,<0.05,<50,<50,<10,<50," 13700",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003579," 7.89"," 1.095"," 16"," 0.48"," 14350",<50,<10,<20," 0.26"," 60"," 150",<10," 41200"," 36.0",<50," 0.1",<50," 1.25"," 940",<10," 0.09",<10,<50," 2620",>10.0," 190",<10," 20",<50,<0.05,<50,<50,<10,<50," 18100",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003580," 0.16",<0.005," 1"," 3.13",<50," 440",<10,<20," 1.78",<10," 10"," 40"," 50"," 2.25",<50," 0.6",<50," 0.60"," 440",<10," 2.04"," 20"," 460",<20," 0.05",<50," 10"," 230",<50," 0.25",<50,<50," 80",<50," 50",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003581," 7.44"," 1.745"," 12"," 0.62"," 15250",<50,<10,<20," 0.49"," 50"," 380",<10," 26100"," 36.5",<50," 0.1",<50," 1.70"," 890",<10," 0.11",<10,<50," 990",>10.0," 170",<10," 20",<50,<0.05,<50,<50,<10,<50," 13500",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003582," 6.71"," 0.948"," 9"," 0.57"," 4800",<50,<10,<20," 0.73"," 50"," 150",<10," 20900"," 37.0",<50," 0.1",<50," 2.08"," 760",<10," 0.05",<10,<50," 1020",>10.0," 100",<10," 20",<50,<0.05,<50,<50,<10,<50," 13900",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003583," 8.38"," 4.39"," 11"," 0.42"," 40400",<50,<10,<20," 0.27"," 20"," 300",<10," 16800"," 39.5",<50,<0.1,<50," 1.27"," 530",<10,<0.05,<10,<50," 350",>10.0," 250",<10," 20",<50,<0.05,<50,<50,<10,<50," 6530",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003584," 7.05"," 1.035"," 27"," 1.05"," 10600",<50,<10,<20," 1.27"," 120",<10,<10," 48600"," 30.9",<50,<0.1,<50," 2.74"," 930",<10,<0.05,<10,<50," 5860",>10.0," 1540",<10," 20",<50,<0.05,<50,<50,<10,<50," 46200",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003585," 6.84"," 0.883"," 16"," 3.15"," 10850",<50,<10,<20," 4.13"," 90"," 10"," 10"," 3200"," 17.50",<50,<0.1,<50," 4.50"," 770",<10,<0.05,<10," 120"," 13700",>10.0," 7110"," 10"," 40",<50,<0.05,<50,<50," 10",<50," 36900",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003586," 4.86"," 0.427"," 1"," 1.48"," 130",<50,<10,<20," 6.76"," 20",<10," 20"," 230"," 11.30",<50,<0.1,<50," 4.46"," 950",<10,<0.05," 10"," 80"," 640"," 6.02"," 240",<10," 30",<50,<0.05,<50,<50," 10",<50," 8670",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003587," 7.21"," 0.140"," 3"," 2.24"," 820",<50,<10,<20," 5.58"," 70"," 10",<10," 1070"," 13.90",<50,<0.1,<50," 6.70"," 1010",<10,<0.05,<10," 90"," 2600"," 8.65"," 350"," 10"," 30",<50,<0.05,<50,<50,<10,<50," 28400",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003588," 3.41",<0.005,<1," 7.08"," 200"," 200",<10,<20," 0.70",<10," 10",<10," 110"," 7.05",<50," 0.9",<50," 3.64"," 380",<10," 0.23",<10," 1060"," 40"," 0.21",<50," 30"," 20",<50," 0.23",<50,<50," 50",<50," 410",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003589," 4.90",<0.005,<1," 5.62"," 160"," 180",<10,<20," 1.30",<10," 20",<10," 110"," 7.12",<50," 0.7",<50," 2.70"," 590",<10," 0.34",<10," 1020"," 20"," 0.15",<50," 30"," 40",<50," 0.16",<50,<50," 60",<50," 240",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003590," 0.11"," 0.582"," 73"," 1.23"," 180",<50,<10," 90"," 0.97"," 110"," 320"," 30"," 38500"," 29.7",<50," 0.2",<50," 2.05"," 820"," 10"," 0.08"," 60"," 110"," 2470",>10.0,<50,<10," 10",<50," 0.05",<50,<50," 10",<50," 37100",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003591," 2.29"," 1.255"," 13"," 6.40"," 53700"," 60",<10,<20," 3.65"," 50"," 10",<10," 1220"," 18.40",<50," 0.3",<50," 5.50"," 980"," 10"," 0.12",<10," 220"," 230"," 6.44"," 570"," 20"," 30",<50," 0.08",<50,<50," 20",<50," 15150",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003592," 7.57"," 2.06"," 7"," 0.18"," 66500",<50,<10,<20," 1.53"," 50"," 100",<10," 3910"," 36.9",<50,<0.1,<50," 1.71"," 1580"," 10",<0.05," 10",<50," 540",>10.0," 190",<10," 10",<50,<0.05,<50,<50,<10,<50," 12600",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003593," 4.52"," 0.065"," 5"," 0.66"," 2440",<50,<10,<20," 7.69"," 10"," 60"," 10"," 9240"," 13.65",<50,<0.1,<50," 5.09"," 1270",<10,<0.05,<10," 150"," 70"," 7.92"," 110",<10," 40",<50,<0.05,<50,<50,<10,<50," 2550",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003594," 5.58"," 0.096"," 5"," 0.37"," 2580",<50,<10,<20," 8.75"," 20"," 40",<10," 5560"," 15.60",<50,<0.1,<50," 5.03"," 1480",<10,<0.05,<10," 630"," 60"," 9.48"," 150",<10," 40",<50,<0.05,<50,<50,<10,<50," 5290",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003595," 3.84"," 0.011"," 2"," 6.77"," 210"," 140",<10,<20," 0.94",<10," 20"," 10"," 400"," 9.84",<50," 0.7",<50," 3.58"," 480",<10," 0.40",<10," 940"," 50"," 0.89",<50," 30"," 40",<50," 0.17",<50,<50," 60",<50," 1420",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003596," 5.52"," 0.506"," 9"," 0.69"," 22900",<50,<10,<20," 2.08"," 60"," 60",<10," 8690"," 36.3",<50," 0.1",<50," 2.38"," 1380"," 10"," 0.06",<10," 110"," 1780",>10.0," 70",<10," 20",<50,<0.05,<50,<50,<10,<50," 17200",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003597," 7.83"," 2.08"," 22"," 0.48"," 20300",<50,<10,<20," 1.49"," 170"," 40",<10," 10800"," 32.5",<50,<0.1,<50," 2.01"," 1120"," 10",<0.05," 10",<50," 740",>10.0," 80",<10," 10",<50,<0.05,<50,<50,<10,<50," 68500",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003598," 2.76"," 0.603"," 7"," 7.53"," 7870",<50,<10,<20," 2.23"," 40",<10," 10"," 810"," 16.85",<50,<0.1,<50," 6.66"," 510",<10,<0.05,<10," 230"," 7620"," 6.40",<50," 20"," 20",<50," 0.09",<50,<50," 20",<50," 22700",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
C003599," 7.26"," 1.235"," 18"," 0.24"," 17700",<50,<10,<20," 0.23"," 170"," 160",<10," 17450"," 37.9",<50,<0.1,<50," 0.67"," 420",<10,<0.05," 10",<50," 140",>10.0,<50,<10,<10,<50,<0.05,<50,<50,<10,<50," 51200",,TU21110830 25A,TU21110830.csv,,,,,,,,,,,,,,,,,,,,
