SAMPLE,Recvd Wt.,Au,Ag,Al,As,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,Ga,K,La,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Sc,Sr,Th,Ti,Tl,U,V,W,Zn,Ag_2,foldername,filename,Cu_2,Au_2,Zn_2,Ce,Cs,Ge,Hf,In,Li,Nb,Rb,Re,Se,Sn,Ta,Te,Y,Zr,Sn_2,Pb_2
C523327," 6.21"," 0.011",<1," 6.52"," 50"," 620",<10,<20," 4.24",<10," 20"," 10"," 100"," 6.72",<50," 2.2",<50," 2.04"," 1410",<10," 0.38",<10," 680"," 70"," 0.22",<50," 30"," 40",<50," 0.17",<50,<50," 110",<50," 250",,TU21138500 27A,TU21138500.csv,,,,,,,,,,,,,,,,,,,,
C523328," 6.91",<0.005,<1," 7.00",<50," 1220",<10,<20," 3.93",<10," 20",<10," 120"," 7.79",<50," 2.8",<50," 1.97"," 1610",<10," 0.38",<10," 750",<20," 0.19",<50," 40"," 40",<50," 0.17",<50,<50," 150",<50," 120",,TU21138500 27A,TU21138500.csv,,,,,,,,,,,,,,,,,,,,
C003688,," 0.008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003689,," 0.008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003690,," 5.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003691,," 0.009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003692,," 0.013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003693,," 0.596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003694,," 0.248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003695,," 0.123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003696,," 0.024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003697,," 0.007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003698,," 0.877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003699,," 0.329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003700,," 0.006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003701,," 0.027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003702,," 0.010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003703,," 0.006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003704,," 0.015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003705,," 0.086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003706,," 1.235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003707,," 0.521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003708,," 0.932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003709,," 0.265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003710,," 0.571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003711,," 0.026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003712,," 0.025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003713,," 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003714,," 0.850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003715,," 0.139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003716,," 1.275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003717,," 0.030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003718,," 0.065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003719,," 0.129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003720,," 0.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003721,," 0.247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003722,," 0.202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003723,," 2.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003724,," 0.078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003725,," 0.048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003726,," 0.014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003727,," 0.017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003728,," 0.017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003729,," 1.535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003730,," 5.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003731,," 0.051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003732,," 0.008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003733,,<0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TU21120796, TU21145961 25B",TU21145961 Au.csv,,,,,,,,,,,,,,,,,,,,
C003688," 6.36",,<1," 3.38"," 150"," 340",<10,<20," 1.23",<10,<10," 10"," 30"," 2.10",<50," 1.8",<50," 1.26"," 350",<10," 0.73",<10," 150"," 20"," 0.05",<50," 10"," 60",<50," 0.09",<50,<50," 20",<50," 50",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003689," 4.57",," 1"," 3.66"," 80"," 300",<10,<20," 2.15",<10," 10"," 20"," 40"," 2.99",<50," 1.4",<50," 1.92"," 540",<10," 0.66",<10," 200"," 30"," 0.11",<50," 10"," 80",<50," 0.11",<50,<50," 50",<50," 90",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003690," 0.11",,>200," 2.71"," 1600"," 1490",<10," 20"," 2.41"," 190"," 70"," 90"," 7630"," 18.20",<50," 1.0",<50," 1.31"," 1260"," 770"," 0.71"," 50"," 460"," 21600",>10.0," 1040"," 10"," 100",<50," 0.18",<50,<50," 130",<50," 36100"," 360","TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003691," 6.24",," 1"," 4.29"," 60"," 300",<10,<20," 2.42",<10," 10"," 30"," 50"," 4.47",<50," 1.3",<50," 3.26"," 740",<10," 0.58"," 10"," 260"," 30",<0.05,<50," 10"," 80",<50," 0.12",<50,<50," 80",<50," 160",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003692," 5.41",," 1"," 4.41",<50," 300",<10,<20," 2.62",<10," 10"," 30"," 80"," 4.01",<50," 1.4",<50," 3.15"," 650",<10," 0.72"," 10"," 260"," 80"," 0.06",<50," 10"," 80",<50," 0.13",<50,<50," 100",<50," 190",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003693," 4.36",," 13"," 1.27"," 8890"," 60",<10,<20," 0.97"," 70",<10," 10"," 1370"," 21.6",<50," 0.3",<50," 1.13"," 1820"," 10"," 0.18",<10,<50," 720",>10.0," 270",<10," 20",<50,<0.05,<50,<50,<10,<50," 21200",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003694," 5.47",," 12"," 2.88"," 480"," 140",<10,<20," 2.20"," 30"," 10"," 20"," 2050"," 8.31",<50," 0.6",<50," 1.92"," 910"," 10"," 0.37"," 10"," 150"," 1390"," 4.96"," 620"," 10"," 50",<50," 0.05",<50,<50," 20",<50," 9460",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003695," 4.43",," 7"," 5.22"," 1400"," 330",<10,<20," 2.79"," 10"," 20"," 20"," 1690"," 5.56",<50," 1.1",<50," 2.85"," 800",<10," 1.01"," 10"," 440"," 900"," 1.39"," 400"," 20"," 90",<50," 0.11",<50,<50," 60",<50," 2220",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003696," 4.25",,<1," 5.40",<50," 670",<10,<20," 1.38",<10," 20"," 10"," 90"," 6.03",<50," 1.4",<50," 2.15"," 920"," 10"," 0.93",<10," 990"," 20"," 0.30",<50," 20"," 80",<50," 0.15",<50,<50," 70",<50," 180",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003697," 5.52",," 1"," 5.69",<50," 980",<10,<20," 1.26",<10," 20",<10," 80"," 7.10",<50," 1.9",<50," 2.31"," 970",<10," 0.60",<10," 930"," 20"," 0.35",<50," 30"," 60",<50," 0.13",<50,<50," 70",<50," 160",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003698," 7.29",," 49"," 0.27"," 2270",<50,<10,<20," 1.18"," 90",<10," 10"," 470"," 33.1",<50," 0.1",<50," 0.52"," 1180"," 10",<0.05,<10,<50," 10300",>10.0," 580",<10," 20",<50,<0.05,<50,<50,<10,<50," 42600",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003699," 5.62",," 73"," 1.14"," 1950"," 50",<10,<20," 1.98"," 10",<10,<10," 1930"," 34.5",<50," 0.2",<50," 0.79"," 1070"," 10"," 0.18",<10,<50," 3230",>10.0," 1640",<10," 30",<50,<0.05,<50,<50," 10",<50," 8730",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003700," 0.16",," 1"," 2.93",<50," 440",<10,<20," 1.79",<10," 10"," 40"," 30"," 2.35",<50," 0.6",<50," 0.60"," 440",<10," 2.06"," 20"," 460"," 20"," 0.10",<50," 10"," 200",<50," 0.25",<50,<50," 80",<50," 90",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003701," 5.79",," 4"," 5.27",<50," 280",<10,<20," 3.54",<10," 10",<10," 330"," 6.49",<50," 0.9",<50," 2.42"," 1230",<10," 0.78",<10," 610"," 180"," 0.50"," 200"," 20"," 60",<50," 0.11",<50,<50," 50",<50," 720",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003702," 6.59",,<1," 4.67",<50," 250",<10,<20," 2.86",<10," 10",<10," 160"," 6.14",<50," 1.0",<50," 1.76"," 1150",<10," 0.74",<10," 880"," 70"," 0.33",<50," 20"," 70",<50," 0.12",<50,<50," 50",<50," 190",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003703," 7.39",," 1"," 4.81",<50," 240",<10,<20," 5.66",<10," 10",<10," 120"," 4.37",<50," 1.0",<50," 2.26"," 1350",<10," 0.83",<10," 430"," 20"," 0.09",<50," 10"," 80",<50," 0.11",<50,<50," 20",<50," 120",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003704," 5.11",," 1"," 4.71",<50," 220",<10,<20," 2.78",<10," 10"," 10"," 100"," 4.83",<50," 0.9",<50," 2.12"," 690",<10," 0.72"," 10"," 550"," 50"," 0.24",<50," 20"," 50",<50," 0.14",<50,<50," 70",<50," 290",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003705," 3.61",," 6"," 4.70"," 130"," 150",<10,<20," 4.20",<10,<10,<10," 890"," 3.07",<50," 0.8",<50," 2.20"," 590",<10," 0.71",<10," 220"," 200"," 0.42"," 270"," 10"," 50",<50," 0.10",<50,<50," 30",<50," 600",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003706," 6.20",," 45"," 4.54"," 5220"," 100",<10,<20," 4.10"," 60"," 70",<10," 23300"," 11.05",<50," 0.6",<50," 2.84"," 630",<10," 0.57"," 10"," 160"," 4320"," 9.89"," 930"," 10"," 30",<50," 0.07",<50,<50," 20",<50," 21600",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003707," 6.38",," 10"," 4.33"," 1090"," 140",<10,<20," 1.07",<10," 10",<10," 800"," 6.57",<50," 1.1",<50," 1.90"," 240"," 10"," 1.35"," 10"," 320"," 510"," 6.03"," 100"," 10"," 40",<50," 0.13",<50,<50," 30",<50," 1990",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003708," 5.65",," 20"," 4.79"," 290"," 80",<10,<20," 4.76"," 10"," 40"," 10"," 3440"," 7.71",<50," 0.5",<50," 3.61"," 860",<10," 0.45"," 10"," 270"," 780"," 4.30",<50," 20"," 30",<50," 0.16",<50,<50," 90",<50," 3360",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003709," 5.83",," 6"," 5.11"," 530"," 120",<10,<20," 2.27",<10," 10"," 10"," 1500"," 4.67",<50," 0.7",<50," 2.12"," 370",<10," 1.02"," 10"," 540"," 490"," 2.28"," 140"," 10"," 50",<50," 0.18",<50,<50," 60",<50," 1420",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003710," 0.11",," 69"," 1.20"," 150",<50,<10," 90"," 0.94"," 110"," 310"," 30"," 37100"," 28.8",<50," 0.1",<50," 2.06"," 800"," 10"," 0.08"," 50"," 110"," 2470",>10.0,<50,<10," 10",<50," 0.05",<50,<50," 10",<50," 36200",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003711," 4.52",,<1," 4.54",<50," 170",<10,<20," 3.74",<10,<10,<10," 300"," 3.55",<50," 0.8",<50," 2.64"," 530",<10," 0.76",<10," 220"," 20"," 0.65",<50," 10"," 40",<50," 0.12",<50,<50," 20",<50," 450",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003712," 5.78",," 5"," 5.04",<50," 170",<10,<20," 2.81"," 20",<10,<10," 910"," 3.76",<50," 1.1",<50," 2.11"," 610",<10," 0.90"," 10"," 230"," 1330"," 0.96",<50," 10"," 40",<50," 0.13",<50,<50," 20",<50," 8140",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003713," 5.14",," 14"," 4.12"," 100"," 140",<10,<20," 3.78",<10," 10",<10," 1550"," 3.77",<50," 0.7",<50," 1.85"," 690",<10," 1.10",<10," 310"," 220"," 0.48"," 180"," 10"," 40",<50," 0.13",<50,<50," 30",<50," 980",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003714," 2.41",," 90"," 1.29"," 1280",<50,<10,<20," 1.69"," 50"," 20"," 20"," 3980"," 22.4",<50," 0.2",<50," 0.93"," 570",<10," 0.18",<10," 60"," 6850",>10.0," 780",<10," 10",<50,<0.05," 60",<50," 10",<50," 22200",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003715," 3.73",," 7"," 4.36"," 700"," 110",<10,<20," 2.76"," 20"," 10"," 10"," 2860"," 5.18",<50," 0.6",<50," 1.99"," 450",<10," 0.77",<10," 250"," 2820"," 2.12",<50," 10"," 30",<50," 0.14",<50,<50," 90",<50," 6390",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003716," 2.48",," 16"," 3.31"," 1250"," 80",<10,<20," 1.61"," 220"," 80"," 10"," 11450"," 15.60",<50," 0.4",<50," 1.38"," 330",<10," 0.54",<10," 90"," 3940",>10.0,<50," 10"," 20",<50," 0.06",<50,<50," 60",<50," 63100",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003717," 6.17",," 2"," 3.04",<50," 100",<10,<20," 1.82",<10,<10,<10," 370"," 2.97",<50," 0.7",<50," 1.99"," 260",<10," 0.93",<10," 110"," 100"," 0.09"," 80",<10," 30",<50," 0.11",<50,<50," 20",<50," 480",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003718," 3.11",," 4"," 2.93"," 170"," 110",<10,<20," 1.12",<10," 10"," 40"," 650"," 2.32",<50," 0.7",<50," 1.71"," 210",<10," 0.87"," 20"," 130"," 140"," 0.14"," 260",<10," 40",<50," 0.12",<50,<50," 20",<50," 800",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003719," 5.13",," 7"," 4.76"," 630"," 120",<10,<20," 0.74"," 20"," 10"," 10"," 420"," 18.50",<50," 0.7",<50," 1.50"," 1170",<10," 0.63",<10," 300"," 520",>10.0," 60"," 10"," 30",<50," 0.07",<50,<50," 20",<50," 7560",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003720," 0.16",,<1," 3.25",<50," 440",<10,<20," 1.85",<10," 10"," 40"," 20"," 2.37",<50," 0.7",<50," 0.62"," 450",<10," 2.09"," 20"," 490",<20," 0.05",<50," 10"," 200",<50," 0.25",<50,<50," 80",<50," 60",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003721," 4.13",," 3"," 3.85"," 2980"," 120",<10,<20," 0.58"," 20"," 10"," 10"," 230"," 9.50",<50," 0.7",<50," 1.05"," 710",<10," 0.57",<10," 270"," 220"," 4.78"," 70"," 10"," 20",<50," 0.06",<50,<50," 60",<50," 6580",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003722," 2.70",," 1"," 2.98"," 2520"," 70",<10,<20," 0.47"," 10",<10," 10"," 140"," 7.45",<50," 0.4",<50," 1.16"," 770",<10," 0.22",<10," 120"," 120"," 0.93"," 60"," 10"," 10",<50,<0.05,<50,<50," 30",<50," 2090",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003723," 6.68",," 23"," 1.91"," 17650",<50,<10,<20," 2.32"," 60",<10," 20"," 750"," 17.65",<50," 0.2",<50," 1.38"," 1280",<10," 0.20",<10,<50," 3330",>10.0," 420",<10," 20",<50,<0.05,<50,<50,<10,<50," 23900",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003724," 5.29",," 3"," 4.26"," 460"," 200",<10,<20," 1.79",<10," 10",<10," 120"," 4.03",<50," 1.2",<50," 1.18"," 570",<10," 0.95",<10," 230"," 200"," 3.21"," 80"," 10"," 40",<50," 0.11",<50,<50," 10",<50," 2620",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003725," 5.00",," 2"," 5.15"," 750"," 200",<10,<20," 2.54",<10,<10,<10," 50"," 7.52",<50," 1.1",<50," 1.31"," 1320"," 10"," 0.93",<10," 220"," 80"," 6.66"," 80"," 10"," 40",<50," 0.09",<50,<50," 10",<50," 400",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003726," 5.51",," 3"," 5.10"," 160"," 210",<10,<20," 6.14",<10,<10,<10," 20"," 5.71",<50," 1.2",<50," 2.79"," 5240",<10," 0.56",<10," 210"," 110"," 2.99",<50," 10"," 40",<50," 0.08",<50,<50," 10",<50," 290",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003727," 5.36",," 5"," 4.85"," 160"," 180",<10,<20," 1.52",<10," 10",<10," 50"," 6.21",<50," 0.9",<50," 1.65"," 840",<10," 0.74",<10," 630"," 130"," 1.33",<50," 20"," 30",<50," 0.09",<50,<50," 20",<50," 550",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003728," 3.82",," 1"," 5.29"," 190"," 180",<10,<20," 2.18",<10," 10",<10," 60"," 6.31",<50," 0.9",<50," 1.87"," 890",<10," 0.84",<10," 870"," 70"," 0.18",<50," 20"," 40",<50," 0.10",<50,<50," 20",<50," 240",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003729," 6.75",," 11"," 2.34"," 22700"," 50",<10,<20," 2.47"," 90",<10," 10"," 920"," 17.20",<50," 0.3",<50," 1.51"," 1270"," 10"," 0.27",<10," 80"," 3470",>10.0," 220"," 10"," 10",<50,<0.05,<50,<50," 10",<50," 29800",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003730," 0.11",,>200," 3.54"," 1680"," 1850",<10," 20"," 2.58"," 190"," 70"," 100"," 8110"," 18.55",<50," 1.1",<50," 1.42"," 1260"," 780"," 0.73"," 60"," 470"," 22200",>10.0," 1050"," 10"," 100",<50," 0.18",<50,<50," 140",<50," 37400"," 363","TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003731," 5.67",," 8"," 6.70"," 110"," 310",<10,<20," 5.08",<10," 20"," 10"," 360"," 7.92",<50," 1.1",<50," 2.38"," 1920",<10," 0.80",<10," 710"," 260"," 0.49"," 130"," 30"," 50",<50," 0.21",<50,<50," 110",<50," 900",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003732," 7.03",," 1"," 7.01",<50," 360",<10,<20," 4.73",<10," 10"," 10"," 100"," 6.49",<50," 1.3",<50," 2.31"," 1240",<10," 0.64",<10," 730"," 50"," 0.13",<50," 30"," 40",<50," 0.21",<50,<50," 70",<50," 310",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003733," 5.93",,<1," 5.28",<50," 410",<10,<20," 3.27",<10,<10," 10"," 10"," 3.33",<50," 1.7",<50," 1.43"," 490",<10," 0.46",<10," 230",<20," 0.40",<50," 10"," 30",<50," 0.11",<50,<50," 10",<50," 110",,"TU21120796, TU21145961 25B",TU21120796 Multi-element.csv,,,,,,,,,,,,,,,,,,,,
C003637," 4.17"," 0.014"," 1"," 4.93"," 70"," 200",<10,<20," 0.25",<10,<10," 10"," 130"," 2.77",<50," 1.1",<50," 2.44"," 270",<10," 0.14",<10,<50,<20," 0.06",<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 90",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
C003638," 4.27",<0.005,<1," 5.22"," 60"," 90",<10,<20," 0.50",<10,<10," 10"," 10"," 4.39",<50," 0.5",<50," 4.50"," 460",<10," 0.06",<10,<50,<20,<0.05,<50," 10"," 10",<50,<0.05,<50,<50,<10,<50," 200",,TU21116489 27,TU21116489.csv,,,,,,,,,,,,,,,,,,,,
